id,scientific_name,most_common_name,source,status,reason,short_description,facts_text,final_text,url_used
164,Gambusia holbrooki,gambusia holbrooki,fishbase,OK,,Dorsal spines (total): 1; Dorsal soft rays (total): 7; Anal spines : 1; Anal soft rays : 9. Body shape ( shape guide ): fusiform / normal,"max length: 4
environment: milieu / climate zone / depth range / distribution range
depth: 6
body: fusiform / normal",Dorsal spines (total): 1; Dorsal soft rays (total): 7; Anal spines : 1; Anal soft rays : 9. Body shape ( shape guide ): fusiform / normal,https://fishbase.se/summary/Gambusia-holbrooki
165,Zebrasoma velifer,zebrasoma velifer,fishbase,OK,,"Dorsal spines (total): 4 - 5; Dorsal soft rays (total): 29 - 33; Anal spines : 3; Anal soft rays : 23 - 26. Smalls juveniles have alternating yellow and black bars. No brush-like patch of setae posteriorly on side of body. Dorsal fin very elevated, the longest ray 2.1 to 2.5 times in SL . Body shape ( shape guide ): short and / or deep; Cross section: compressed","max length: 40
environment: milieu / climate zone / depth range / distribution range
depth: Christmas Island and most of the East Indian region to South China Sea, Hawaii and Pitcairn Islands
body: short and / or deep","Dorsal spines (total): 4 - 5; Dorsal soft rays (total): 29 - 33; Anal spines : 3; Anal soft rays : 23 - 26. Smalls juveniles have alternating yellow and black bars. No brush-like patch of setae posteriorly on side of body. Dorsal fin very elevated, the longest ray 2.1 to 2.5 times in SL . Body shape ( shape guide ): short and / or deep; Cross section: compressed",https://fishbase.se/summary/Zebrasoma-velifer
166,Halichoeres nigrescens,halichoeres nigrescens,fishbase,OK,,"Dorsal spines (total): 9; Dorsal soft rays (total): 12; Anal spines : 3; Anal soft rays : 11 - 12. This species is distinguished by the following characters: greatest body depth 2.9-3.6 in SL; pectoral-fin rays usually 14. Colour of male green on head and upper two-thirds of body, white on ventral part with inter-connected brown bars on side; lavander bands on head; between 6th and 7th dorsal spines, a diffuse dark spot; upper pectoral fin base with a small black spot; colour of female dark greenish-brown on upper half of body with several small, white spots along middle of the side . Body shape ( shape guide ): fusiform / normal; Cross section: compressed","max length: 14
environment: milieu / climate zone / depth range / distribution range
depth: East Africa and Persian Gulf to East Indian region (excluding Papua New Guinea and Solomon Islands)
body: fusiform / normal","Dorsal spines (total): 9; Dorsal soft rays (total): 12; Anal spines : 3; Anal soft rays : 11 - 12. This species is distinguished by the following characters: greatest body depth 2.9-3.6 in SL; pectoral-fin rays usually 14. Colour of male green on head and upper two-thirds of body, white on ventral part with inter-connected brown bars on side; lavander bands on head; between 6th and 7th dorsal spines, a diffuse dark spot; upper pectoral fin base with a small black spot; colour of female dark greenish-brown on upper half of body with several small, white spots along middle of the side . Body shape ( shape guide ): fusiform / normal; Cross section: compressed",https://fishbase.se/summary/Halichoeres-nigrescens
167,Cirrhitus pinnulatus,cirrhitus pinnulatus,fishbase,OK,,"Dorsal spines (total): 10; Dorsal soft rays (total): 11; Anal spines : 3; Anal soft rays : 6. Light brown, whitish below, with white and dark brown spots . Body shape ( shape guide ): fusiform / normal; Cross section: oval","max length: 30
environment: milieu / climate zone / depth range / distribution range
depth: Red Sea and East Africa (
body: fusiform / normal","Dorsal spines (total): 10; Dorsal soft rays (total): 11; Anal spines : 3; Anal soft rays : 6. Light brown, whitish below, with white and dark brown spots . Body shape ( shape guide ): fusiform / normal; Cross section: oval",https://fishbase.se/summary/Cirrhitus-pinnulatus
168,Epibulus insidiator,epibulus insidiator,fishbase,OK,,"Dorsal spines (total): 9 - 10; Dorsal soft rays (total): 9 - 11; Anal spines : 3; Anal soft rays : 8 - 9. The mouth of this species is protrusible and unfolds into a tube easily half the body length. The jaws swing forward into a long tube that strong suction to catch prey. When not in use, the entire apparatus is conveniently folded under the head. Small juveniles are brown with thin white bars and closely resemble a species of Wetmorella . Color varies with age and sex, but adult color varies additional, including with an all-yellow xanthic form. Sub adults and females are brown or, not uncommonly, uniformly yellow. Terminal males are dark with a white head and a dark streak extending horizontally through the eye. Male becomes ornamented with orange and yellow over the back. Juveniles dark with fine vertical white lines. Intermediates with yellow blotches, pale tail and sometimes with black pectoral fins . Body shape ( shape guide ): short and / or deep; Cross section: compressed","max length: 54
environment: milieu / climate zone / depth range / distribution range
depth: Red Sea to South Africa (
body: short and / or deep","Dorsal spines (total): 9 - 10; Dorsal soft rays (total): 9 - 11; Anal spines : 3; Anal soft rays : 8 - 9. The mouth of this species is protrusible and unfolds into a tube easily half the body length. The jaws swing forward into a long tube that strong suction to catch prey. When not in use, the entire apparatus is conveniently folded under the head. Small juveniles are brown with thin white bars and closely resemble a species of Wetmorella . Color varies with age and sex, but adult color varies additional, including with an all-yellow xanthic form. Sub adults and females are brown or, not uncommonly, uniformly yellow. Terminal males are dark with a white head and a dark streak extending horizontally through the eye. Male becomes ornamented with orange and yellow over the back. Juveniles dark with fine vertical white lines. Intermediates with yellow blotches, pale tail and sometimes with black pectoral fins . Body shape ( shape guide ): short and / or deep; Cross section: compressed",https://fishbase.se/summary/Epibulus-insidiator
169,Chaetodon citrinellus,chaetodon citrinellus,fishbase,OK,,Dorsal spines (total): 13 - 14; Dorsal soft rays (total): 20 - 22; Anal spines : 3; Anal soft rays : 16 - 17. Body shape ( shape guide ): short and / or deep; Cross section: compressed,"max length: 13
environment: milieu / climate zone / depth range / distribution range
depth: East Africa to the Hawaiian, Marquesan and Tuamoto islands, north to southern Japan and the Ogasawara Islands, south to New South Wales (Australia) and Lord Howe Island
body: short and / or deep",Dorsal spines (total): 13 - 14; Dorsal soft rays (total): 20 - 22; Anal spines : 3; Anal soft rays : 16 - 17. Body shape ( shape guide ): short and / or deep; Cross section: compressed,https://fishbase.se/summary/Chaetodon-citrinellus
170,Wetmorella nigropinnata,wetmorella nigropinnata,fishbase,OK,,"Dorsal spines (total): 9; Dorsal soft rays (total): 10 - 11; Anal spines : 3; Anal soft rays : 8; Vertebrae : 23. Fresh specimens grayish brown to reddish brown, sometimes with dark narrow edges on scales on mid side of body. Light yellow bar on head behind and adjacent to eye; another on caudal peduncle; iris red and yellow. Juveniles (up to about 3.8 cm SL) have 2 broad pale bars on body. Spinous portions of dorsal and anal fins deeply incised. One predorsal bone. Body shape ( shape guide ): short and / or deep; Cross section: compressed","max length: 8
environment: milieu / climate zone / depth range / distribution range
depth: Red Sea to the Marquesan and Pitcairn islands, north to Ryukyu Islands, south to the southern Great Barrier Reef and New Caledonia
body: short and / or deep","Dorsal spines (total): 9; Dorsal soft rays (total): 10 - 11; Anal spines : 3; Anal soft rays : 8; Vertebrae : 23. Fresh specimens grayish brown to reddish brown, sometimes with dark narrow edges on scales on mid side of body. Light yellow bar on head behind and adjacent to eye; another on caudal peduncle; iris red and yellow. Juveniles (up to about 3.8 cm SL) have 2 broad pale bars on body. Spinous portions of dorsal and anal fins deeply incised. One predorsal bone. Body shape ( shape guide ): short and / or deep; Cross section: compressed",https://fishbase.se/summary/Wetmorella-nigropinnata
171,Cheilinus oxycephalus,cheilinus oxycephalus,fishbase,OK,,"Dorsal spines (total): 9 - 10; Dorsal soft rays (total): 9 - 10; Anal spines : 3; Anal soft rays : 8. Brownish red, mottled with small whitish spots; dark brown spot anteriorly on each side of upper lip; 2 dark lines diverging from the eye; dark brown spot on 1st 2 dorsal membranes . Deep-bodied for genus, and snout pointed . Body shape ( shape guide ): fusiform / normal; Cross section: compressed","max length: 17
environment: milieu / climate zone / depth range / distribution range
depth: East Africa to the Marquesan and Society islands, north to Taiwan, south to the southern Great Barrier Reef and the Austral Islands
body: fusiform / normal","Dorsal spines (total): 9 - 10; Dorsal soft rays (total): 9 - 10; Anal spines : 3; Anal soft rays : 8. Brownish red, mottled with small whitish spots; dark brown spot anteriorly on each side of upper lip; 2 dark lines diverging from the eye; dark brown spot on 1st 2 dorsal membranes . Deep-bodied for genus, and snout pointed . Body shape ( shape guide ): fusiform / normal; Cross section: compressed",https://fishbase.se/summary/Cheilinus-oxycephalus
172,Acanthurus triostegus,acanthurus triostegus,fishbase,OK,,"Dorsal spines (total): 9; Dorsal soft rays (total): 22 - 26; Anal spines : 3; Anal soft rays : 19 - 22. Body olivaceous gray, with 4 vertical stripes (1 stripe on head across the yellow eye; 1 on caudal peduncle); shading to white ventrally, often with a sharp line of demarcation. Sharp, forward-pointing, erectile spine on each side of caudal peduncle which folds down into a groove. Scales minute. Teeth with denticulations on sides and top. Gill rakers 18-22 in anterior row, 19-24 in posterior row. Body shape ( shape guide ): short and / or deep; Cross section: compressed","max length: 27
environment: milieu / climate zone / depth range / distribution range
depth: throughout the region except for the seas around the Arabian Peninsula
body: short and / or deep","Dorsal spines (total): 9; Dorsal soft rays (total): 22 - 26; Anal spines : 3; Anal soft rays : 19 - 22. Body olivaceous gray, with 4 vertical stripes (1 stripe on head across the yellow eye; 1 on caudal peduncle); shading to white ventrally, often with a sharp line of demarcation. Sharp, forward-pointing, erectile spine on each side of caudal peduncle which folds down into a groove. Scales minute. Teeth with denticulations on sides and top. Gill rakers 18-22 in anterior row, 19-24 in posterior row. Body shape ( shape guide ): short and / or deep; Cross section: compressed",https://fishbase.se/summary/Acanthurus-triostegus
173,Arothron hispidus,arothron hispidus,fishbase,OK,,"Dorsal spines (total): 0; Dorsal soft rays (total): 10 - 11; Anal spines : 0; Anal soft rays : 10 - 11. This species is characterized by the following: The body is generally greenish-brown in color, the back, sides and caudal fin profusely speckled with white spots, and the belly marked with white bars. A single bent lateral line. Body with small spines except around snout and caudal peduncle. Each nostril with two fleshy solid tentacles. Restricted gill opening. Body shape ( shape guide ): short and / or deep; Cross section: circular","max length: 50
environment: milieu / climate zone / depth range / distribution range
depth: Red Sea and East Africa (
body: short and / or deep","Dorsal spines (total): 0; Dorsal soft rays (total): 10 - 11; Anal spines : 0; Anal soft rays : 10 - 11. This species is characterized by the following: The body is generally greenish-brown in color, the back, sides and caudal fin profusely speckled with white spots, and the belly marked with white bars. A single bent lateral line. Body with small spines except around snout and caudal peduncle. Each nostril with two fleshy solid tentacles. Restricted gill opening. Body shape ( shape guide ): short and / or deep; Cross section: circular",https://fishbase.se/summary/Arothron-hispidus
